ID,Category,Query,Ground Truth Answer,Model Name,Model Answer,ROUGE-L Score,BERTScore,Jaccard Score,Cosine Similarity
20,Complex Query,How can I repeat a networking experiment I found on the Chameleon blog to ensure reproducibility?,"Chameleon provides a complete ecosystem to ensure experiments can be easily reproduced. If an experiment from the blog was packaged for reproducibility, the process would be :   

Find the Artifact on Trovi: The experiment should be packaged as an ""artifact"" on the Trovi sharing portal. This artifact bundles all the necessary components: the Jupyter notebook that orchestrates the experiment, links to the custom disk images containing the required software, and any necessary configuration scripts or data.   

Launch the Jupyter Notebook: From the Trovi page, you can launch the artifact directly into Chameleon's Jupyter environment.

Execute the Notebook: The notebook will contain executable code cells that use Chameleon's Python library (python-chi) to programmatically handle the entire experimental lifecycle. This includes reserving the correct type of hardware, launching instances from the specific custom image, configuring the required networking (e.g., isolated VLANs), running the experiment, and collecting the results.   

Use Daypass for Access (if needed): If you don't have a Chameleon account, the experiment's author can grant you temporary, scoped access to the testbed using the Daypass feature, allowing you to run the artifact and reproduce the results",model_3_answer,"To repeat a networking experiment on Chameleon, you can follow these steps: Find the experiment pattern in our tutorials on Trovi. Replicate the experiment using a different Node Type to ensure reproducibility.
This information comes from the 'Welcome to Chameleon' page and here is the link to the site: https://chameleoncloud.org/welcome-to-chameleon/",0.16326530612244897,0.7616902589797974,0.10526315789473684,0.5323904276028828
1,Factual Recall,What is the purpose of the Chameleon Associate Sites?,"Chameleon Associate Sites are independently-owned and operated hardware resources at other institutions that are integrated into the main Chameleon testbed. Their purpose is twofold:   

For the Chameleon Community: They expand the testbed's scale and hardware diversity, offering unique capabilities not available at the core sites. For example, the site at Northwestern University (CHI@NU) provides nodes with 100G NICs for advanced networking experiments. These resources are available to all Chameleon users through the federated login system.   

For the Host Institution: They provide a turnkey solution for institutions to establish their own research cloud without the high cost and operational overhead of developing the infrastructure from scratch. The central Chameleon team handles user support, system upgrades, and provides a suite of operational tools, allowing the host institution to focus on managing its physical hardware.   

This federation is made possible by CHI-in-a-Box, a distributable software package containing the entire Chameleon infrastructure stack.",model_4_answer,"The purpose of the Chameleon Associate Sites is not explicitly stated in the provided context. However, it can be inferred that they are part of the Chameleon testbed infrastructure, allowing for federated access to resources across different sites. This information comes from the FAQs site and here is the link to the site: https://chameleoncloud.org/frequently-asked-questions/",0.15887850467289721,0.7677252292633057,0.11235955056179775,0.5444533977894034
2,Factual Recall,What specific model of GPU is available on the gpu_rtx_8000 nodes?,"The GPU available on these nodes is the NVIDIA Quadro RTX 8000. It is a high-end professional graphics card designed for complex visual computing, ray tracing, and AI workloads. Its key specifications include :   

GPU Memory: 48 GB of GDDR6 memory (scalable to 96 GB with NVLink).

CUDA Cores: 4,608 for parallel computing.

Tensor Cores: 576 for AI and deep learning acceleration.

RT Cores: 72 for hardware-accelerated, real-time ray tracing.",model_4_answer,"The specific model of GPU available on the gpu_rtx_8000 nodes is not explicitly mentioned in the provided context. However, it can be inferred from the information that these nodes are part of the 'gpu_rtx_8000' flavor and are supported with either open source or proprietary driver. According to the documentation, the following GPUs are supported: Nvidia A100 Nvidia A30 Nvidia RTX 6000 AMD MI100 Since the gpu_rtx_8000 nodes are mentioned in the context of GPU support, it is likely that they are equipped with one of these models. However, without further information, it is not possible to determine which specific model is available on these nodes. Source: Chameleon Documentation - GPU Support Status",0.14736842105263157,0.7472847700119019,0.07692307692307693,0.21241413368388168
3,How-To,How do I create an isolated network for my instances using the GUI?,"You can create an isolated network, which functions as a private Layer-2 VLAN, through the Chameleon web dashboard. This allows you to run your own network services, like DHCP, without interfering with other users. Here is the step-by-step process :   

Create the Network and Subnet:

Navigate to the Network > Networks page and click the +Create Network button.

In the wizard, give your network a name.

On the Subnet tab, provide a name for the subnet and define its private IP address range in CIDR notation (e.g., 192.168.1.0/24).

On the Subnet Details tab, you can optionally configure DHCP allocation pools and specify DNS servers. Click Create to finish.

Create a Router:

Navigate to the Network > Routers page and click +Create Router.

Give the router a name and click Create Router.

Connect the Router to the Subnet:

On the Routers page, find your new router and click on its name.

Go to the Interfaces tab and click Add Interface.

In the dialog, select the subnet you created in the first step and click Submit.

Your isolated network is now configured and can be attached to instances during launch",model_4_answer,"To create an isolated network for your instances using the GUI, follow these steps: Go to the Instances Dashboard. Click on 'Launch Instance' in the toolbar. In the Launch Instance wizard, go to the ""Networks"" section. Allocate a new network by clicking on the '+' button next to 'Allocate a network'. Select the type of network you want to create (e.g., private VLAN). This information comes from the Chameleon Cloud Documentation: https://docs.chameleoncloud.org/en/latest/user/advanced-networking.html#isolated-networks",0.2101449275362319,0.7863748073577881,0.2,0.5426412988900504
4,How-To,How do I find and use a pre-configured Jupyter notebook on Chameleon?,"You can find and use pre-configured Jupyter notebooks through Trovi, Chameleon's sharing portal for reproducible experiments.   

Find the Notebook: Navigate to the Trovi portal by selecting ""Trovi"" from the ""Experiment"" dropdown menu on the main Chameleon website. Here you will see a catalog of public ""artifacts,"" which are packaged experiments often containing Jupyter notebooks, scripts, and documentation.   

Use the Notebook: Once you find an artifact you want to use, click the ""Launch on Chameleon"" button. This will open the artifact, including its Jupyter notebook, directly within Chameleon's shared JupyterHub environment, which is accessible to all users with an active project allocation. The notebook will contain the code and instructions needed to replicate the experiment.   ",model_4_answer,"To find and use a pre-configured Jupyter notebook on Chameleon, follow these steps: Go to the Chameleon portal and click on the ""Experiment"" tab.
Select a site (e.g., CHI@UC or CHI@TACC) from the dropdown menu.
Click on the 'Trovi' menu item under the 'Experiment' tab. Search for pre-configured Jupyter notebooks using keywords like 'Jupyter Notebook"" or 'Bare Metal Experiment Pattern'. Select a notebook and click on it to launch it in your JupyterHub interface. This information comes from the Chameleon documentation, specifically the section on 'Getting Started with Trovi'.",0.2748815165876777,0.8462448716163635,0.2112676056338028,0.5533145382704204
5,Troubleshooting,"My bare metal node is stuck in the ""deploying"" state for a long time. What should I do?","If a bare metal node remains in the ""deploying"" state for an extended period, it may be experiencing an issue during the boot or provisioning process. The recommended course of action is :   

Wait: The deployment process for a physical node can sometimes take several minutes. It is advisable to wait at least 10-15 minutes to see if the process completes on its own.

Contact Support: If the node is still stuck after this waiting period, you should open a ticket with the Chameleon Help Desk. The operations team can investigate the underlying cause of the deployment failure and resolve the issue. ",model_4_answer,"I don't know the solution to your problem with your bare metal node stuck in the 'deploying' state for a long time, as it's not mentioned in the provided context. The context only mentions general information about Chameleon Cloud and its documentation, but does not provide specific troubleshooting steps or solutions for this particular issue.",0.18867924528301885,0.7719010710716248,0.109375,0.35677186638852887
6,Troubleshooting,"I get an ""Error 403: Forbidden"" when trying to use the OpenStack CLI. What's wrong?","An ""Error 403: Forbidden"" when using the OpenStack command-line interface (CLI) is most commonly caused by missing or improperly sourced credentials.   

To use the CLI, you must first authenticate your session. This is done by sourcing an OpenStack RC script (often called a novarc file) in your terminal. This file contains the necessary environment variables (like your username, password, project ID, and authentication URL) that the CLI tools need to communicate with the Chameleon API.

Solution: Ensure you have downloaded your project's OpenStack RC script from the Chameleon dashboard and have sourced it correctly in your terminal session (e.g., by running source your-project-openrc.sh) before executing any other commands.",model_4_answer,"The error 'Error 403: Forbidden' when trying to use the OpenStack CLI is likely due to authentication issues. According to the provided context, it's recommended to regenerate the openrc file using cc-generate-openrc and source it again to pick up new credentials. This information comes from the FAQs site and here is the link to the site: https://chameleoncloud.org/docs/faqs/",0.20224719101123595,0.7819187045097351,0.14492753623188406,0.3431664793263744
7,Conceptual,"What is ""CHI-in-a-Box""?","CHI-in-a-Box is a distributable software package that contains the complete, containerized infrastructure stack that powers the Chameleon testbed. It bundles the open-source cloud platform OpenStack with all of the Chameleon-specific customizations and operational tools needed to run a research-oriented cloud.   

These customizations include features not found in a standard OpenStack installation, such as bare metal snapshotting, network stitching for connecting to other testbeds, and advanced hardware reservation capabilities. CHI-in-a-Box is the technology that enables other institutions to set up their own Chameleon Associate Sites, allowing them to join the federated testbed without having to develop their own complex cloud software from scratch",model_4_answer,"What is CHI-in-a-box? CHI-in-a-box is a packaging of the implementation of the core services that together constitute the Chameleon testbed for experimental Computer Science research. These services allow Chameleon users to discover information about Chameleon resources, allocate those resources for present and future use, configure them in various ways, and monitor various types of metrics. This information comes from the FAQs site and here is the link to the site: https://docs.chameleoncloud.org/en/latest/faq.html",0.2153846153846154,0.7779248356819153,0.02531645569620253,0.39522016326594284
8,Conceptual,"What does it mean for Chameleon to support ""deep reconfigurability""?","""Deep reconfigurability"" is the core design principle of the Chameleon testbed. It means giving researchers an unparalleled level of control over the entire software stack on physical, non-virtualized hardware. This is achieved through several key features:   

Bare Metal Access: Researchers are given exclusive access to entire physical servers, ensuring that experiments are free from the performance interference (""noise"") that can occur in shared or virtualized environments.   

Full Administrative Privileges: Users have root (sudo) access on their reserved nodes. This allows them to install a custom operating system, modify the kernel, change bootloader configurations, and access the machine's serial console.   

This level of control is essential for many areas of computer science systems research where the experiment involves modifying the operating system itself or requires precise, repeatable performance measurements.",model_4_answer,"The question is 'What does it mean for Chameleon to support 'deep reconfigurability'?'According to the context, Chameleon provides researchers with deeply reconfigurable cloud infrastructure for systems, networking, distributed computing, and security research. This means that users have full control over the software stack and can configure their experiments in a highly customizable way. Source: 'What is Chameleon?' section of the documentation. Link: https://chameleoncloud.org/docs/welcome-to-chameleon/what-is-chameleon",0.15763546798029557,0.7724969983100891,0.12631578947368421,0.3507454504885565
9,Comparative,What is the difference between a Floating IP and a Private IP?,"On Chameleon, Private IPs and Floating IPs serve distinct networking purposes :   

Private IP (Fixed IP): This is an IP address assigned to an instance for communication within Chameleon's internal network (e.g., sharednet1). It is not directly reachable from the public internet. Instances use their private IP to communicate with each other and to initiate outbound connections to the internet through a Network Address Translation (NAT) gateway.   

Floating IP: This is a publicly routable IPv4 address that can be dynamically associated with an instance. A Floating IP is required for an instance to be directly accessible from the public internet (for example, to connect via SSH from your laptop or to host a public web server). Floating IPs are a limited, shared resource, so users are encouraged to release them when they are no longer needed. ",model_4_answer,"A Floating IP is a publicly accessible IP address that allows access to your instance over the public Internet, while a Private IP is an internal IP address used for communication within the Chameleon network. This information comes from the FAQs site and here is the link to the site: https://chameleoncloud.org/support/faqs/.",0.19791666666666666,0.7874370217323303,0.22950819672131148,0.5204312911391358
10,Comparative,When should I use an FPGA node versus a GPU node?,"While the Chameleon documentation does not provide a direct comparison, the choice between an FPGA and a GPU depends on the specific requirements of your research, based on the fundamental differences in their architectures :   

Use a GPU Node for: High-throughput, data-parallel computations. GPUs contain thousands of cores optimized for performing the same operation on large amounts of data simultaneously. This makes them exceptionally well-suited for the matrix and vector operations that dominate deep learning model training and inference, scientific simulations, and high-performance computing (HPC).   

Use an FPGA Node for: Latency-critical or power-sensitive applications requiring custom hardware logic. An FPGA (Field-Programmable Gate Array) is a fabric of reconfigurable logic blocks, not a fixed set of cores. This allows you to design and implement a custom digital circuit optimized for a specific algorithm. FPGAs can offer advantages in low-latency processing (e.g., network packet processing, real-time signal processing), power efficiency, and for prototyping novel hardware accelerators before committing to a final chip design (ASIC).",model_4_answer,"To answer your question, you should use an FPGA node versus a GPU node when: You need high-performance computing for tasks that require low latency and high throughput, such as data processing, machine learning, or scientific simulations. FPGAs are particularly well-suited for applications that involve complex computations, data compression, or encryption. This information comes from the Chameleon documentation on FPGA nodes and their specifications, which can be found here: https://docs.chameleoncloud.org/en/latest/introduction/fpga.html",0.15139442231075695,0.7925251126289368,0.1485148514851485,0.37327915062018485
11,Factual Recall,How do I cite Chameleon in my research paper?,"To properly credit the Chameleon testbed in your research, you should include both an acknowledgement and a formal citation :   

Acknowledgement: Add the following sentence to your paper's acknowledgements section:

“Results presented in this paper were obtained using the Chameleon testbed supported by the National Science Foundation.”

Citation: Cite the primary Chameleon publication in your bibliography:

Kate Keahey, Jason Anderson, Zhuo Zhen, Pierre Riteau, Paul Ruth, Dan Stanzione, Mert Cevik, Jacob Colleran, Haryadi S. Gunawi, Cody Hammock, Joe Mambretti, Alexander Barnes, François Halbach, Alex Rocha and Joe Stubbs. ""Lessons Learned from the Chameleon Testbed"". In Proceedings of the 2020 USENIX Annual Technical Conference (USENIX ATC '20). USENIX Association. July 2020.   

A BibTex entry for this citation is also available on the Chameleon website.",model_4_answer,"You want to know how to cite Chameleon in your research paper. According to the provided context, the best reference for Chameleon is: Keahey, K., Anderson, J., Zhen, Z., Riteau, P., Ruth, P., Stanzione, D., ... & Stubbs, J. (2020). Lessons Learned from the Chameleon Testbed. In Proceedings of the 2020 USENIX Annual Technical Conference (USENIX ATC '20) (pp. 1-12). You can find this reference in the FAQs site and here is the link to the site: https://chameleoncloud.org/faqs/ This information comes from the FAQs site and here is the link to the site: https://chameleoncloud.org/faqs/",0.33183856502242154,0.8104343414306641,0.23255813953488372,0.5214146182809557
12,How-To,How do I attach a volume to my running instance?,"You can attach a persistent block storage volume to a running virtual machine on the KVM@TACC site. This feature is not available for bare metal nodes. The process is done through the GUI :   

Navigate to the Volumes > Volumes page in the KVM@TACC dashboard.

Locate the volume you wish to attach in the list. In its ""Actions"" dropdown menu, select Manage Attachments.

In the dialog box that appears, select your running instance from the dropdown menu.

Click the Attach Volume button.

After the volume is attached, you must log in to the instance via SSH to partition, format, and mount the new block device before you can use it.",model_4_answer,"To attach a volume to your running instance, you can use the new server methods provided by Chameleon. You can find examples of how to use these methods in the KVM GPU artifact. Source: Getting Started — Chameleon Cloud Documentation (https://docs.chameleoncloud.org/getting-started.html) Specifically, you can refer to the section on 'Advanced topics' and look for information on attaching volumes to instances using the python-chi library.",0.2,0.7801094651222229,0.1095890410958904,0.4526681544101105
13,Factual Recall,What is the maximum duration for a single lease reservation?,"The standard maximum duration for a single lease reservation that can be created through the web interface is seven days.   

However, there is some flexibility. You can extend an active lease for another seven days as long as you do so within 48 hours of its expiration and no other user has already reserved the hardware for that time. In exceptional circumstances where a longer, continuous reservation is required for an experiment, you can open a ticket with the help desk to request a special exception.",model_4_answer,The maximum duration for a single lease reservation is 7 days. This information comes from the FAQs site and here is the link to the site: https://chameleoncloud.org/support/faqs/.,0.2393162393162393,0.7498202323913574,0.13636363636363635,0.3133140708411475
14,Negative Question,Can I use my Chameleon allocation to mine cryptocurrency?,"No, you cannot. Chameleon's Acceptable Use Policy explicitly prohibits running applications that mine cryptocurrency or use blockchain technology for personal financial gain.   

As a publicly funded research instrument supported by the National Science Foundation, Chameleon resources must be used exclusively for research and educational work. Cryptocurrency mining is considered a commercial or personal-gain activity that consumes significant resources and is therefore outside the testbed's mission. An exception may be granted for legitimate    

research into blockchain technology, but this requires advance, explicit approval from the Chameleon team.",model_4_answer,"You cannot use your Chameleon allocation to mine cryptocurrency, as the documentation does not mention any such capability. In fact, it emphasizes that users should only reserve resources they need at any given time and release them when not in use. This information comes from the 'What happens to my resources when my allocation expires?' section of the Getting Started guide: https://chameleoncloud.org/docs/getting-started/#what-happens-to-my-resources-when-my-allocation-expires",0.1575757575757576,0.7358688712120056,0.07246376811594203,0.14882935903976519
15,Complex Query,How can I set up an experiment that requires a specific kernel version on a bare metal node?,"Chameleon's support for ""deep reconfigurability"" allows you to install and boot from a custom kernel on a bare metal node. The general process is as follows :   

Launch an Instance: Start by launching an instance from a ""whole disk image."" Most of the standard Chameleon-provided OS images (e.g., CC-Ubuntu20.04) are whole disk images suitable for this purpose.

Install Your Kernel: Once the instance is running, connect to it via SSH. Transfer your custom kernel and its associated modules to the instance and install them.

Modify the Bootloader: With root privileges, edit the bootloader configuration file (e.g., /boot/grub2/grub.cfg). Add a new menu entry that points to your new kernel and ramdisk files. You can also specify any custom kernel command-line parameters in this entry.

Reboot: Reboot the node. It will now boot using your specified custom kernel.

Note that for the cc-snapshot tool to work correctly with your custom environment, the size of your kernel's modules directory (/lib/modules/<kernel_version>) must be less than 4GB. ",model_4_answer,"To set up an experiment that requires a specific kernel version on a bare metal node, you need to create a custom image using the CC-Images tool based on OpenStack Diskimage-builder. This is because Chameleon's bare metal instances require users to reserve resources before allowing them to launch instances, and custom images can be created with specific kernel versions. This information comes from the Bare Metal Instances documentation and here is the link to the site: https://docs.chameleoncloud.org/en/latest/bare_metal_instances.html You can also refer to the CC-Images tool's readme for instructions on how to use it.",0.21201413427561835,0.7801679968833923,0.13333333333333333,0.42754820048172065
16,Conceptual,What is the Trovi artifacts repository?,"Trovi is Chameleon's sharing portal and repository for digital research artifacts. Its primary purpose is to facilitate    

reproducible science by allowing users to package, share, and discover complete experiments.   

An artifact in Trovi is more than just code; it's a ""compute capsule"" that can contain a collection of components, including :   

Jupyter notebooks that orchestrate the experiment.

Links to the specific custom disk images needed.

Heat orchestration templates for multi-node deployments.

Datasets and documentation.

This packaging allows another researcher to find an experiment on Trovi and, with a single click, launch it directly on Chameleon to verify, replicate, or build upon the work.",model_4_answer,"The Trovi artifacts repository is a sharing portal that allows users to share digital research and education artifacts, such as packaged experiments, workshop tutorials, or class materials. Each artifact is represented as a deposition (a remotely accessible folder) where users can put Jupyter notebooks, links to images, orchestration templates, data, software, and other digital representations. This information comes from the Chameleon Cloud Documentation, specifically the Trovi Sharing Portal page: https://docs.chameleoncloud.org/en/latest/trovi_sharing_portal.html",0.27173913043478265,0.8170143961906433,0.25316455696202533,0.39056519048518096
17,How-To,How do I launch multiple nodes with one command using Heat templates?,"You can automate the deployment of complex, multi-node topologies using OpenStack's Heat orchestration service. The process uses a declarative YAML file called a Heat Orchestration Template (HOT).   

Here is the workflow to launch a multi-node ""stack"" :   

Create a Reservation: First, you must have an active lease with enough nodes to accommodate your entire deployment (e.g., if your template defines 1 server and 3 clients, you need a reservation for at least 4 nodes).

Navigate to Orchestration: In the Chameleon dashboard, go to Project > Orchestration > Stacks.

Launch Stack: Click the Launch Stack button.

Select Template: Specify your Heat template. You can upload the YAML file, paste its contents directly, or provide a URL to a template hosted online.

Enter Parameters: The interface will prompt you to enter values for any parameters defined in the template. This will always include a name for the stack, your password, the ID of your reservation, and an SSH key. It may also include custom parameters, like the number of client nodes to create.

Launch: Click Launch. Heat will then automatically provision all the resources—instances, networks, routers, etc.—as defined in your template.",model_4_answer,"To launch multiple nodes with one command using Heat templates, you can follow these steps: Create a new instance in the Instances Dashboard. In the 'Details' section, select the reservation that you want to use for your instances. In the 'Source' section, select the image source (e.g., CC-Ubuntu20.04) and click on the up arrow icon next to it. In the 'Networks' section, allocate a network (e.g., sharednet1). In the 'Key Pairs' section, add a key pair to the instance.
To launch multiple nodes with one command using Heat templates, you can use the OpenStack Heat API. You will need to create a template file that defines your instances and their configuration. Then, you can use the heat stack-create command to deploy your instances. Here is an example of how to create a Heat template for launching multiple nodes: heat_template_version: 2013-05-23 description: Launch multiple nodes with one command parameters:  ImageName: type: string description: The name of the image to use Flavor: type: string description: The flavor to use for each node NumNodes: type: integer description: The number of nodes to launch resources: Node1: type: OS::Nova::Server properties:  image: { get_param: ImageName }  flavor: { get_param: Flavor } networks: - { name: sharednet1 }  Node2: type: OS::Nova::Server properties:  image: { get_param: ImageName } flavor: { get_param: Flavor } networks: - { name: sharednet1 } This template defines two nodes (Node1 and Node2) with the same configuration. You can add more nodes by duplicating this resource definition. To launch multiple nodes with one command, you can use the heat stack-create command like this:
heat stack-create -f my_template.yaml --parameter ImageName=CC-Ubuntu20.04 --parameter Flavor=m1.xlarge --parameter NumNodes=5 This will deploy five instances with the specified configuration. Note: This is just an example, and you should adjust the template to fit your specific needs. Source: Complex Appliances - Chameleon Cloud Documentation (https://docs.chameleoncloud.org/en/latest/complex_appliances.html)",0.1786407766990291,0.7830512523651123,0.16923076923076924,0.5688316149729501
18,Factual Recall,Where are the main Chameleon hardware sites located?,"The main physical hardware sites for the Chameleon testbed are :   

CHI@TACC: Located at the Texas Advanced Computing Center (TACC) in Austin, Texas. This is the largest site and hosts the bulk of the large-scale compute resources.

CHI@UC: Hosted at the University of Chicago in Chicago, Illinois. This site has a focus on networking research and hosts a diverse range of GPUs and FPGAs.

CHI@NCAR: Situated at the National Center for Atmospheric Research in Boulder, Colorado. This site provides access to alternative processor architectures, such as ARM.

In addition, Chameleon includes a virtualized cloud, KVM@TACC, and a geographically distributed testbed for edge computing, CHI@Edge",model_4_answer,"According to the provided context, the main Chameleon hardware sites are located in Texas (CHI@TACC), Chicago (CHI@UC), Colorado (CHI@NCAR), and Northwestern University (CHI@NU). This information comes from the 'About the Testbed' section of the documentation. Source: https://docs.chameleoncloud.org/en/latest/about/testbed.html",0.189873417721519,0.7686218619346619,0.2222222222222222,0.49255137193038934
19,Troubleshooting,"Why can't my instance access the internet, even with a floating IP?","The most common reason an instance with a floating IP cannot be accessed from the internet is due to the host-based firewall running on the instance itself.   

Chameleon's supported operating system images (like Ubuntu and CentOS) are pre-configured with firewalld enabled by default for security. This firewall has restrictive rules that block most incoming connections from the public internet.   

To solve this, you must connect to your instance (e.g., via the web-based console) and explicitly open the ports for the services you need. For example, to allow incoming HTTP traffic, you would run a command like:
sudo firewall-cmd --zone=public --add-service=http --permanent
Followed by:
sudo firewall-cmd --reload",model_4_answer,"The instance cannot access the internet even with a floating IP because the security group does not allow incoming ICMP (ping) traffic by default. To fix this, you need to enable it in your security group settings. If that doesn't solve the problem, please open a ticket with our help desk. This information comes from the FAQs site and here is the link to the site: https://support.chameleoncloud.org/hc/en-us/articles/360037111133-Why-can-t-my-instance-access-the-internet-even-with-a-floating-IP-",0.2048780487804878,0.772243320941925,0.17647058823529413,0.45293038681811665
20,Complex Query,How can I repeat a networking experiment I found on the Chameleon blog to ensure reproducibility?,"Chameleon provides a complete ecosystem to ensure experiments can be easily reproduced. If an experiment from the blog was packaged for reproducibility, the process would be :   

Find the Artifact on Trovi: The experiment should be packaged as an ""artifact"" on the Trovi sharing portal. This artifact bundles all the necessary components: the Jupyter notebook that orchestrates the experiment, links to the custom disk images containing the required software, and any necessary configuration scripts or data.   

Launch the Jupyter Notebook: From the Trovi page, you can launch the artifact directly into Chameleon's Jupyter environment.

Execute the Notebook: The notebook will contain executable code cells that use Chameleon's Python library (python-chi) to programmatically handle the entire experimental lifecycle. This includes reserving the correct type of hardware, launching instances from the specific custom image, configuring the required networking (e.g., isolated VLANs), running the experiment, and collecting the results.   

Use Daypass for Access (if needed): If you don't have a Chameleon account, the experiment's author can grant you temporary, scoped access to the testbed using the Daypass feature, allowing you to run the artifact and reproduce the results",model_4_answer,"To repeat a networking experiment found on the Chameleon blog, follow these steps: Find the experiment pattern on Trovi (a tutorial platform) that you want to replicate. Use your Jupyter Notebook to upload scripts and set up the experiment.
Run the experiment and transfer the results back to your local environment for processing and analysis. This information comes from the 'Tips & Tricks' blog post, specifically the section on 'Experiment Patterns' on Trovi.",0.183206106870229,0.7958418726921082,0.12380952380952381,0.5968105392309411
1,Factual Recall,What is the purpose of the Chameleon Associate Sites?,"Chameleon Associate Sites are independently-owned and operated hardware resources at other institutions that are integrated into the main Chameleon testbed. Their purpose is twofold:   

For the Chameleon Community: They expand the testbed's scale and hardware diversity, offering unique capabilities not available at the core sites. For example, the site at Northwestern University (CHI@NU) provides nodes with 100G NICs for advanced networking experiments. These resources are available to all Chameleon users through the federated login system.   

For the Host Institution: They provide a turnkey solution for institutions to establish their own research cloud without the high cost and operational overhead of developing the infrastructure from scratch. The central Chameleon team handles user support, system upgrades, and provides a suite of operational tools, allowing the host institution to focus on managing its physical hardware.   

This federation is made possible by CHI-in-a-Box, a distributable software package containing the entire Chameleon infrastructure stack.",model_5_answer,"I don't know about 'Associate Sites' in the context provided. However, I can suggest checking the FAQs site for more information on this topic. Source: Frequently Asked Questions | Chameleon (link: https://chameleoncloud.org/support/faqs/)",0.0942408376963351,0.7097077369689941,0.033707865168539325,0.22963812285121668
2,Factual Recall,What specific model of GPU is available on the gpu_rtx_8000 nodes?,"The GPU available on these nodes is the NVIDIA Quadro RTX 8000. It is a high-end professional graphics card designed for complex visual computing, ray tracing, and AI workloads. Its key specifications include :   

GPU Memory: 48 GB of GDDR6 memory (scalable to 96 GB with NVLink).

CUDA Cores: 4,608 for parallel computing.

Tensor Cores: 576 for AI and deep learning acceleration.

RT Cores: 72 for hardware-accelerated, real-time ray tracing.",model_5_answer,"The specific model of GPU available on the gpu_rtx_8000 nodes is not explicitly mentioned in the provided context. However, it can be inferred that these nodes are equipped with NVIDIA RTX 8000 GPUs based on the naming convention used for other GPU models (e.g., gpu_p100, gpu_v100). This information comes from the section 'GPU support status' and here is the link to the site: https://docs.chameleoncloud.org/en/latest/user/gpu_support_status.html",0.17105263157894735,0.7303584814071655,0.09090909090909091,0.2520198928025397
3,How-To,How do I create an isolated network for my instances using the GUI?,"You can create an isolated network, which functions as a private Layer-2 VLAN, through the Chameleon web dashboard. This allows you to run your own network services, like DHCP, without interfering with other users. Here is the step-by-step process :   

Create the Network and Subnet:

Navigate to the Network > Networks page and click the +Create Network button.

In the wizard, give your network a name.

On the Subnet tab, provide a name for the subnet and define its private IP address range in CIDR notation (e.g., 192.168.1.0/24).

On the Subnet Details tab, you can optionally configure DHCP allocation pools and specify DNS servers. Click Create to finish.

Create a Router:

Navigate to the Network > Routers page and click +Create Router.

Give the router a name and click Create Router.

Connect the Router to the Subnet:

On the Routers page, find your new router and click on its name.

Go to the Interfaces tab and click Add Interface.

In the dialog, select the subnet you created in the first step and click Submit.

Your isolated network is now configured and can be attached to instances during launch",model_5_answer,"To create an isolated network for your instances using the GUI, follow these steps: Go to the Networking section of the Chameleon dashboard. Click on 'Create Isolated Network' and select the VLAN ID for your isolated network. Configure the network settings as needed. This information comes from the Networking documentation page: https://docs.chameleoncloud.org/en/latest/networking.html#isolated-network-vlans",0.1803921568627451,0.7790459990501404,0.15789473684210525,0.5194116084072954
4,How-To,How do I find and use a pre-configured Jupyter notebook on Chameleon?,"You can find and use pre-configured Jupyter notebooks through Trovi, Chameleon's sharing portal for reproducible experiments.   

Find the Notebook: Navigate to the Trovi portal by selecting ""Trovi"" from the ""Experiment"" dropdown menu on the main Chameleon website. Here you will see a catalog of public ""artifacts,"" which are packaged experiments often containing Jupyter notebooks, scripts, and documentation.   

Use the Notebook: Once you find an artifact you want to use, click the ""Launch on Chameleon"" button. This will open the artifact, including its Jupyter notebook, directly within Chameleon's shared JupyterHub environment, which is accessible to all users with an active project allocation. The notebook will contain the code and instructions needed to replicate the experiment.   ",model_5_answer,"To find a pre-configured Jupyter notebook on Chameleon, you can go to the Chameleon portal and access the JupyterHub interface. From there, you can launch a Jupyter server with an environment pre-configured with python-chi and authentication to the testbed. This information comes from the 'Jupyter on Chameleon'section of the documentation: https://docs.chameleoncloud.org/en/latest/user/jupyterhub.html",0.23333333333333334,0.8148407340049744,0.15517241379310345,0.5578169971803602
5,Troubleshooting,"My bare metal node is stuck in the ""deploying"" state for a long time. What should I do?","If a bare metal node remains in the ""deploying"" state for an extended period, it may be experiencing an issue during the boot or provisioning process. The recommended course of action is :   

Wait: The deployment process for a physical node can sometimes take several minutes. It is advisable to wait at least 10-15 minutes to see if the process completes on its own.

Contact Support: If the node is still stuck after this waiting period, you should open a ticket with the Chameleon Help Desk. The operations team can investigate the underlying cause of the deployment failure and resolve the issue. ",model_5_answer,"Your bare metal node is stuck in the 'deploying' state for a long time. To resolve this issue, please check if you have made a reservation for the node and if it has been successfully created. You can verify this by checking your Leases page on Chameleon. If the lease status is still 'PENDING', try waiting for some time or contact our Help Desk for assistance. This information comes from the FAQs site: https://chameleoncloud.org/faq/.",0.2346368715083799,0.7922044992446899,0.19696969696969696,0.4505272141616797
